ProviderNamespace,ResourceType,ModuleDisplayName,ModuleName,ModuleStatus,RepoURL,PublicRegistryReference,TelemetryIdPrefix,PrimaryModuleOwnerGHHandle,PrimaryModuleOwnerDisplayName,SecondaryModuleOwnerGHHandle,SecondaryModuleOwnerDisplayName,ModuleOwnersGHTeam,ModuleContributorsGHTeam,Description,Comments,FirstPublishedIn
Microsoft.Dashboard,grafana,Grafana,avm/res/dashboard/grafana,Available :green_circle:,https://github.com/DamianFlynn/azure-verified-modules-hub/tree/main/avm/res/dashboard/grafana,br/brightminds:avm/res/dashboard/grafana:X.Y.Z,46d3xbcp.res.dashboard-grafana,damianflynn,Damian Flynn,,,@Azure/avm-res-dashboard-grafana-module-owners-bicep,@Azure/avm-res-dashboard-grafana-module-contributors-bicep,AVM Resource Module for Grafana Dashboards,,2024-05
